Date,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Cancellation comments,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Departure delay comments,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Arrival delay comments,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Year,Month,Delay category,Rate Cancel train,Rate delay train,Go to Paris
2022-03-01,NATIONAL,PARIS LYON,LYON PART DIEU,119.0,694.0,1.0,,64.0,14.8622395833333,1.08179413179413,,41.0,37.5825203252032,2.58121693121693,,31.0,45.4763440860215,11.0,5.0,24.390243902439,17.07,7.317073170731709,21.9512195121951,17.0731707317073,12.1951219512195,2022,March,Minimum delay,0.1440922190201729,5.9077809798270895,False
2022-03-01,NATIONAL,PARIS LYON,MACON LOCHE,96.0,265.0,0.0,,29.0,21.6195402298851,1.84402515723271,,18.0,38.1203703703704,3.2614465408805,,10.0,57.6766666666667,6.0,2.0,22.2222222222222,11.1111111111111,0.0,50.0,16.6666666666667,0.0,2022,March,Minimum delay,0.0,6.7924528301886795,False
2022-03-01,NATIONAL,PARIS LYON,MARSEILLE ST CHARLES,194.0,515.0,0.0,,45.0,12.13,0.79022653721683,,20.0,43.61,2.80035598705502,,20.0,43.61,8.0,4.0,30.0,5.0,5.0,35.0,10.0,15.0,2022,March,Minimum delay,0.0,3.8834951456310676,False
2022-03-01,NATIONAL,PARIS LYON,MULHOUSE VILLE,171.0,264.0,0.0,,34.0,18.8730392156863,2.28352272727273,Non communiqué,29.0,41.6270114942529,4.87632575757571,,23.0,48.861594202898594,17.0,5.0,20.6896551724138,17.2413793103448,17.2413793103448,31.0344827586207,13.7931034482759,0.0,2022,March,Minimum delay,0.0,10.984848484848484,False
2022-03-01,NATIONAL,PARIS LYON,NICE VILLE,356.0,225.0,0.0,,10.0,14.6166666666667,0.301333333333333,,22.0,54.0,5.69474074074074,,22.0,54.0,14.0,7.0,13.6363636363636,27.2727272727273,40.9090909090909,9.09090909090909,0.0,9.09090909090909,2022,March,Minimum delay,0.0,9.777777777777779,False
2022-03-01,NATIONAL,PARIS LYON,NIMES,176.0,229.0,0.0,,22.0,16.1469696969697,1.28857350800582,,22.0,38.069696969697,4.61673944687045,,14.0,52.2166666666667,12.0,4.0,18.1818181818182,9.09090909090909,13.6363636363636,50.0,4.545454545454549,4.545454545454549,2022,March,Minimum delay,0.0,9.606986899563319,False
2022-03-01,NATIONAL,PARIS MONTPARNASSE,ANGERS SAINT LAUD,91.0,533.0,0.0,,48.0,13.8309027777778,0.860975609756098,,57.0,22.7707602339181,3.36788617886179,,23.0,38.8971014492754,9.0,5.0,24.0740740740741,24.0740740740741,5.55555555555556,12.962962962963,5.55555555555556,27.7777777777778,2022,March,Minimum delay,0.0,10.694183864915573,False
2022-03-01,NATIONAL,PARIS MONTPARNASSE,BORDEAUX ST JEAN,140.0,969.0,20.0,,108.0,13.795987654320998,1.14178082191781,,80.0,33.4089583333333,3.87239199157007,Non communiqué,66.0,37.55,40.0,5.0,28.75,30.0,6.25,22.5,2.5,10.0,2022,March,Minimum delay,2.063983488132095,8.25593395252838,False
2022-03-01,NATIONAL,PARIS MONTPARNASSE,BREST,377.4,239.0,0.0,,28.0,8.41607142857143,0.548814504881451,,14.0,85.4285714285714,5.401673640167361,,14.0,85.4285714285714,10.0,5.0,50.0,14.2857142857143,7.14285714285714,14.2857142857143,0.0,14.2857142857143,2022,March,Minimum delay,0.0,5.857740585774058,False
2022-03-01,NATIONAL,POITIERS,PARIS MONTPARNASSE,99.0,476.0,8.0,,162.0,6.57849794238683,2.08115631691649,,66.0,21.9719696969697,3.79032833690221,,34.0,33.7382352941176,14.0,3.0,17.1875,37.5,12.5,14.0625,7.8125,10.9375,2022,March,Minimum delay,1.680672268907563,13.865546218487395,True
2022-03-01,NATIONAL,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,115.0,0.0,,23.0,2.03913043478261,0.845072463768116,,8.0,26.4770833333333,3.3960869565217404,,5.0,33.8466666666667,2.0,1.0,12.5,12.5,12.5,50.0,0.0,12.5,2022,March,Minimum delay,0.0,6.956521739130435,True
2022-03-01,INTERNATIONAL,ITALIE,PARIS LYON,428.0,94.0,0.0,,75.0,16.6475555555556,13.3514184397163,,27.0,38.8154320987654,18.26,,27.0,38.8154320987654,6.0,2.0,37.037037037037,11.1111111111111,33.3333333333333,3.7037037037037,0.0,14.8148148148148,2022,March,Low delay,0.0,28.723404255319153,True
2022-03-01,INTERNATIONAL,PARIS LYON,ITALIE,423.0,94.0,0.0,,9.0,29.7148148148148,2.58191489361702,,18.0,42.7777777777778,9.13297872340426,,18.0,42.7777777777778,10.0,3.0,33.3333333333333,13.3333333333333,6.66666666666667,46.6666666666667,0.0,0.0,2022,March,Minimum delay,0.0,19.148936170212767,False
2022-03-01,INTERNATIONAL,ZURICH,PARIS LYON,245.0,124.0,0.0,,67.0,2.17363184079602,1.51424731182796,,11.0,63.65757575757569,6.03091397849462,,11.0,63.6575757575758,8.0,5.0,18.1818181818182,9.09090909090909,54.5454545454545,18.1818181818182,0.0,0.0,2022,March,Minimum delay,0.0,8.870967741935484,True
2022-03-01,NATIONAL,ARRAS,PARIS NORD,54.0,505.0,2.0,,240.0,7.02076388888889,3.38223989396952,,65.0,25.5094871794872,2.18764082173624,,26.0,48.173717948718,12.0,5.0,18.4615384615385,21.5384615384615,26.1538461538462,21.5384615384615,9.23076923076923,3.07692307692308,2022,March,Minimum delay,0.39603960396039606,12.871287128712872,True
2022-03-01,NATIONAL,BORDEAUX ST JEAN,TOURCOING,334.0,31.0,1.0,,4.0,6.1,0.57,,5.0,45.8,8.98333333333333,,5.0,45.8,3.0,2.0,40.0,40.0,0.0,0.0,0.0,20.0,2022,March,Minimum delay,3.225806451612903,16.129032258064516,False
2022-03-01,NATIONAL,CHAMBERY CHALLES LES EAUX,PARIS LYON,176.0,333.0,0.0,,205.0,9.48081300813008,5.67607607607608,NC,84.0,30.6914682539683,8.30705705705706,,62.0,36.9435483870968,15.0,3.0,30.952380952381,7.14285714285714,40.476190476190496,4.76190476190476,5.95238095238095,10.7142857142857,2022,March,Minimum delay,0.0,25.225225225225223,True
2022-03-01,NATIONAL,LILLE,LYON PART DIEU,186.0,314.0,1.0,,145.0,11.59298850574709,5.3979675919888725,,69.0,42.40983853311435,11.542883508834873,,46.0,57.10978260869565,23.0,11.0,17.391304347826125,15.942028985507276,21.73913043478259,33.3333333333333,7.246376811594207,4.347826086956521,2022,March,Minimum delay,0.3184713375796179,21.97452229299363,False
2022-03-01,NATIONAL,LILLE,PARIS NORD,76.0,657.0,4.0,,163.0,10.234764826175867,2.3732261357835647,,81.0,27.8972529924064,3.524757529351713,,35.0,54.81238095238097,21.0,13.0,16.38,22.6880969019334,17.843000232937364,21.54670393664106,15.18751455858374,6.359189378057301,2022,March,Minimum delay,0.60882800608828,12.32876712328767,True
2022-03-01,NATIONAL,LYON PART DIEU,MONTPELLIER,114.0,263.0,0.0,,120.0,17.8838888888889,8.22801013941698,,31.0,62.2897849462366,6.66039290240811,,25.0,73.9706666666667,18.0,11.0,12.903225806451598,16.1290322580645,12.903225806451598,38.7096774193548,3.2258064516128995,16.1290322580645,2022,March,Minimum delay,0.0,11.787072243346007,False
2022-03-01,NATIONAL,MONTPELLIER,PARIS LYON,208.0,227.0,0.0,,52.0,9.47435897435898,2.19375917767988,,20.0,60.425,5.23693098384729,,20.0,60.425,8.0,4.0,20.0,35.0,10.0,15.0,0.0,20.0,2022,March,Minimum delay,0.0,8.81057268722467,True
2022-03-01,NATIONAL,PARIS LYON,ANNECY,345.51,137.0,1.0,,14.0,15.057142857142898,1.25625,,18.0,46.3611111111111,10.5735294117647,,18.0,46.3611111111111,8.0,3.0,33.3333333333333,11.1111111111111,27.7777777777778,27.7777777777778,0.0,0.0,2022,March,Minimum delay,0.7299270072992701,13.138686131386862,False
2022-03-01,NATIONAL,PARIS LYON,PERPIGNAN,302.0,195.0,0.0,,18.0,12.1305555555556,0.863675213675214,,15.0,52.7433333333333,4.15222222222222,,15.0,52.7433333333333,8.0,4.0,46.6666666666667,33.3333333333333,0.0,20.0,0.0,0.0,2022,March,Minimum delay,0.0,7.6923076923076925,False
2022-03-01,NATIONAL,PARIS MONTPARNASSE,NANTES,131.0,576.0,0.0,,51.0,13.293137254902,0.802141203703703,,44.0,27.461363636363604,2.08776041666667,Non communiqué,25.0,38.1353333333333,9.0,5.0,27.2727272727273,18.1818181818182,6.81818181818182,6.81818181818182,4.545454545454549,36.3636363636364,2022,March,Minimum delay,0.0,7.638888888888889,False
2022-03-01,NATIONAL,PARIS MONTPARNASSE,ST MALO,154.0,97.0,0.0,,9.0,21.0740740740741,1.77680412371134,,6.0,44.1944444444445,2.55137457044673,,5.0,49.9766666666667,3.0,2.0,0.0,0.0,0.0,50.0,0.0,50.0,2022,March,Minimum delay,0.0,6.185567010309279,False
2022-03-01,NATIONAL,PARIS MONTPARNASSE,TOURS,74.0,197.0,0.0,,14.0,13.1654761904762,0.48917089678511,,25.0,16.1513333333333,2.50744500846024,,7.0,34.6690476190476,3.0,1.0,8.695652173913041,30.4347826086957,21.7391304347826,17.3913043478261,13.043478260869602,8.695652173913041,2022,March,Minimum delay,0.0,12.690355329949238,False
2022-03-01,NATIONAL,PARIS NORD,DOUAI,70.0,140.0,0.0,,10.0,23.9316666666667,1.43869047619048,,13.0,31.311538461538497,3.13202380952381,,8.0,45.275,4.0,2.0,25.0,16.6666666666667,16.6666666666667,8.333333333333329,8.333333333333329,25.0,2022,March,Minimum delay,0.0,9.285714285714286,False
2022-03-01,NATIONAL,TOULON,PARIS LYON,239.0,272.0,0.0,,50.0,11.9413333333333,2.1854938271605,,24.0,63.43,5.50228395061728,,24.0,63.4305555555556,17.0,6.0,62.5,8.33333333333333,8.33333333333333,0.0,4.166666666666671,16.6666666666667,2022,March,Minimum delay,0.0,8.823529411764707,True
2022-03-01,NATIONAL,TOURCOING,BORDEAUX ST JEAN,316.0,31.0,0.0,,6.0,19.2416666666667,3.87222222222222,,4.0,28.675,4.43166666666667,,4.0,28.675,2.0,0.0,25.0,25.0,0.0,50.0,0.0,0.0,2022,March,Minimum delay,0.0,12.903225806451612,False
2022-04-01,INTERNATIONAL,ITALIE,PARIS LYON,429.0,93.0,1.0,,75.0,29.083333333333304,24.0021978021978,,26.0,32.9474358974359,11.8175824175824,,26.0,32.9474358974359,9.0,2.0,26.9230769230769,11.5384615384615,46.1538461538462,15.3846153846154,0.0,0.0,2022,April,Minimum delay,1.0752688172043012,27.956989247311824,True
2022-04-01,INTERNATIONAL,PARIS LYON,GENEVE,209.0,236.0,0.0,,23.0,19.4942028985507,1.76108757062147,,22.0,46.9439393939394,6.23834745762712,,22.0,46.9439393939394,9.0,6.0,23.809523809523803,42.8571428571429,14.2857142857143,4.76190476190476,9.52380952380952,4.76190476190476,2022,April,Minimum delay,0.0,9.322033898305085,False
2022-04-01,NATIONAL,BELLEGARDE (AIN),PARIS LYON,189.0,229.0,0.0,,63.0,8.66613756613757,2.43449781659388,,25.0,42.486,5.47292576419214,,20.0,49.9625,12.0,4.0,40.0,8.0,16.0,16.0,12.0,8.0,2022,April,Minimum delay,0.0,10.91703056768559,True
2022-04-01,NATIONAL,CHAMBERY CHALLES LES EAUX,PARIS LYON,175.0,261.0,1.0,,177.0,8.61384180790961,5.75076923076923,,85.0,28.5103921568627,11.111217948718,,65.0,33.2166666666667,21.0,5.0,28.5714285714286,8.33333333333333,42.8571428571429,13.095238095238098,2.3809523809523805,4.761904761904761,2022,April,Minimum delay,0.38314176245210724,32.56704980842912,True
2022-04-01,NATIONAL,LAVAL,PARIS MONTPARNASSE,83.0,275.0,0.0,,69.0,5.52536231884058,1.30569696969697,,28.0,21.1636904761905,2.24945454545455,,12.0,33.6944444444445,3.0,1.0,10.7142857142857,32.1428571428571,21.4285714285714,21.4285714285714,3.57142857142857,10.7142857142857,2022,April,Minimum delay,0.0,10.181818181818182,True
2022-04-01,NATIONAL,MONTPELLIER,PARIS LYON,209.0,238.0,0.0,,63.0,17.8690476190476,4.766666666666671,,29.0,63.2614942528736,9.01645658263306,,29.0,63.261,15.0,10.0,25.0,25.0,3.571,17.8571428571429,28.5714285714286,0.0,2022,April,Minimum delay,0.0,12.184873949579831,True
2022-04-01,NATIONAL,PARIS EST,STRASBOURG,116.0,537.0,2.0,,87.0,12.6888888888889,2.03193146417445,,39.0,31.3931623931624,2.72660436137072,,26.0,40.29487179487181,14.0,4.0,12.8205128205128,0.0,5.12820512820513,35.8974358974359,12.8205128205128,33.3333333333333,2022,April,Minimum delay,0.37243947858473,7.262569832402235,False
2022-04-01,NATIONAL,PARIS LYON,BELLEGARDE (AIN),180.0,242.0,0.0,,24.0,18.7645833333333,1.72176308539945,,22.0,49.19318181818179,6.43608815426997,,21.0,50.815873015873,11.0,7.0,27.2727272727273,40.9090909090909,4.545454545454549,4.545454545454549,18.1818181818182,4.545454545454549,2022,April,Minimum delay,0.0,9.090909090909092,False
2022-04-01,NATIONAL,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,82.0,187.0,0.0,,25.0,25.0426666666667,2.26149732620321,,34.0,29.1524509803922,6.30793226381462,,18.0,46.9444444444444,10.0,4.0,18.1818181818182,18.1818181818182,21.2121212121212,18.1818181818182,15.151515151515198,9.09090909090909,2022,April,Minimum delay,0.0,18.181818181818183,False
2022-04-01,NATIONAL,PARIS LYON,MARSEILLE ST CHARLES,195.0,592.0,3.0,,60.0,18.9027777777778,1.59121315192744,,73.0,47.177397260274,7.52996031746031,,73.0,47.177397260274,39.0,21.0,30.555555555555603,11.111111111111098,12.5,16.6666666666667,6.94444444444444,22.2222222222222,2022,April,Minimum delay,0.5067567567567568,12.33108108108108,False
2022-04-01,NATIONAL,PARIS LYON,MULHOUSE VILLE,170.0,312.0,0.0,NC,35.0,25.2928571428571,2.71020299145299,,34.0,59.071568627451,6.33872863247863,,30.0,65.1805555555556,22.0,11.0,44.1176470588235,5.88235294117647,8.82352941176471,14.7058823529412,17.6470588235294,8.82352941176471,2022,April,Minimum delay,0.0,10.897435897435898,False
2022-04-01,NATIONAL,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.0,514.0,0.0,,51.0,24.3558823529412,2.06111111111111,,67.0,32.481592039801,5.41218323586745,,38.0,48.5657894736842,20.0,6.0,17.910447761194,16.4179104477612,22.38805970149249,19.402985074626898,7.46268656716418,16.4179104477612,2022,April,Minimum delay,0.0,13.03501945525292,False
2022-04-01,NATIONAL,REIMS,PARIS EST,46.0,239.0,1.0,,34.0,6.18627450980392,1.01113445378151,,13.0,16.8474358974359,0.73844537815126,,3.0,34.1222222222222,2.0,0.0,0.0,0.0,15.3846153846154,23.0769230769231,15.3846153846154,46.1538461538462,2022,April,Minimum delay,0.41841004184100417,5.439330543933055,True
2022-04-01,NATIONAL,RENNES,LYON PART DIEU,232.0,79.0,0.0,,25.0,5.51466666666667,1.79662447257384,Non communiqué,9.0,66.3537037037037,10.2449367088608,,9.0,66.3537037037037,4.0,4.0,22.2222222222222,22.2222222222222,33.3333333333333,22.2222222222222,0.0,0.0,2022,April,Minimum delay,0.0,11.39240506329114,False
2022-04-01,NATIONAL,RENNES,PARIS MONTPARNASSE,100.0,819.0,1.0,,234.0,6.59458689458689,1.88206854345165,,80.0,23.2358333333333,2.71811505507956,,48.0,30.41770833333329,17.0,3.0,23.0769230769231,20.5128205128205,16.6666666666667,30.7692307692308,3.84615384615385,5.12820512820513,2022,April,Minimum delay,0.1221001221001221,9.768009768009769,True
2022-04-01,NATIONAL,ST PIERRE DES CORPS,PARIS MONTPARNASSE,64.0,517.0,1.0,,166.0,8.10903614457831,2.77067840834964,,73.0,32.213698630137,3.84507501630789,,29.0,66.726,12.0,6.0,21.7391304347826,11.594202898550702,28.9855072463768,17.3913043478261,8.695652173913041,11.594202898550702,2022,April,Minimum delay,0.19342359767891684,14.119922630560927,True
2022-04-01,NATIONAL,STRASBOURG,PARIS EST,118.0,507.0,2.0,,258.0,11.9757105943152,6.12442244224423,,97.0,25.3568728522337,5.24069306930693,,72.0,29.5821759259259,24.0,1.0,5.20833333333333,11.4583333333333,47.9166666666667,19.791666666666703,6.25,9.375,2022,April,Minimum delay,0.39447731755424065,19.13214990138067,True
2022-04-01,INTERNATIONAL,BARCELONA,PARIS LYON,399.0,30.0,0.0,,13.0,6.72179487179487,2.912777777777781,,5.0,36.1766666666667,7.28611111111111,,5.0,36.1766666666667,2.0,1.0,60.0,0.0,20.0,20.0,0.0,0.0,2022,April,Minimum delay,0.0,16.666666666666664,True
2022-04-01,NATIONAL,DIJON VILLE,PARIS LYON,99.0,378.0,0.0,,142.0,11.6549295774648,4.46759259259259,-,43.0,41.7891472868217,4.76560846560847,,26.0,60.6108974358974,17.0,9.0,30.952380952381,19.047619047619,35.7142857142857,9.52380952380952,4.76190476190476,0.0,2022,April,Minimum delay,0.0,11.375661375661375,True
2022-04-01,NATIONAL,LILLE,MARSEILLE ST CHARLES,297.0,219.0,0.0,,48.0,9.494791666666638,1.932952815829527,,52.0,37.656979166666666,11.849847792998473,,52.0,40.20384615384616,20.0,8.0,28.846153846153843,15.384615384615383,19.23076923076924,19.23076923076924,7.6923076923076925,9.615384615384617,2022,April,Minimum delay,0.0,23.74429223744292,False
2022-04-01,NATIONAL,PARIS EST,REIMS,45.0,239.0,2.0,,36.0,10.3689814814815,1.62482419127989,,21.0,22.9960317460317,2.55625879043601,,7.0,48.0071428571429,5.0,2.0,14.2857142857143,4.76190476190476,4.76190476190476,52.3809523809524,9.52380952380952,14.2857142857143,2022,April,Minimum delay,0.8368200836820083,8.786610878661087,False
2022-04-01,NATIONAL,PARIS LYON,ANNECY,222.0,141.0,1.0,,19.0,22.0421052631579,2.79857142857143,,26.0,39.9038461538462,10.9928571428571,,26.0,39.9038461538462,15.0,4.0,15.3846153846154,23.0769230769231,19.2307692307692,26.9230769230769,0.0,15.3846153846154,2022,April,Minimum delay,0.7092198581560284,18.439716312056735,False
2022-04-01,NATIONAL,PARIS LYON,MACON LOCHE,97.0,282.0,0.0,,36.0,27.4527777777778,2.8322695035461,,37.0,37.8837837837838,7.588356973995269,,28.0,45.7244047619048,13.0,7.0,13.5135135135135,16.2162162162162,2.7027027027027,40.5405405405405,16.2162162162162,10.8108108108108,2022,April,Minimum delay,0.0,13.120567375886525,False
2022-04-01,NATIONAL,PARIS LYON,NIMES,179.0,254.0,0.0,,30.0,29.9566666666667,3.23562992125984,,51.0,49.0254901960784,11.2373359580052,,37.0,62.4788288288288,22.0,14.0,20.4081632653061,18.3673469387755,18.3673469387755,24.4897959183673,8.16326530612245,10.2040816326531,2022,April,Minimum delay,0.0,20.078740157480315,False
2022-04-01,NATIONAL,POITIERS,PARIS MONTPARNASSE,99.0,466.0,0.0,,167.0,14.267,4.92771816881259,,72.0,31.3372685185185,5.88497854077254,NC,32.0,57.9078125,14.0,7.0,23.611111111111104,38.8888888888889,18.0555555555556,9.72222222222222,5.555555555555561,4.16666666666667,2022,April,Minimum delay,0.0,15.450643776824036,True
2022-04-01,NATIONAL,TOULON,PARIS LYON,239.0,273.0,0.0,,61.0,14.4109289617486,3.18601953601954,-,61.0,54.2434426229508,14.0238095238095,,61.0,54.2434426229508,36.0,18.0,24.5901639344262,22.9508196721311,18.032786885245898,9.83606557377049,9.83606557377049,14.754098360655703,2022,April,Minimum delay,0.0,22.344322344322347,True
2022-04-01,NATIONAL,AIX EN PROVENCE TGV,PARIS LYON,184.0,476.0,0.0,,218.0,12.6701070336391,5.83256302521008,NC,80.0,51.9764583333333,10.438025210084,,70.0,57.4804761904762,48.0,22.0,37.5,13.750000000000002,16.25,10.0,10.0,12.5,2022,April,Minimum delay,0.0,16.80672268907563,True
2022-04-01,NATIONAL,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,534.0,1.0,,214.0,10.0136292834891,4.12696170747018,,63.0,37.9002645502646,4.71964846202134,,44.0,49.5856060606061,22.0,10.0,31.6666666666667,18.3333333333333,18.3333333333333,21.6666666666667,8.33333333333333,1.66666666666667,2022,April,Minimum delay,0.18726591760299627,11.797752808988763,True
2022-04-01,NATIONAL,LA ROCHELLE VILLE,PARIS MONTPARNASSE,175.0,213.0,0.0,,19.0,13.842105263157896,1.23474178403756,,21.0,44.8714285714286,5.82605633802817,,15.0,57.34,7.0,6.0,33.3333333333333,23.8095238095238,19.047619047619,14.2857142857143,9.52380952380952,0.0,2022,April,Minimum delay,0.0,9.859154929577464,True
2022-04-01,NATIONAL,LYON PART DIEU,LILLE,188.0,334.0,2.0,,231.0,12.914718614718575,8.911947791164652,,88.0,48.0115268329554,14.36004016064253,NC,73.0,55.01324200913241,28.0,16.0,27.272727272727256,10.227272727272716,18.18181818181823,23.8636363636364,6.81818181818182,13.63636363636359,2022,April,Minimum delay,0.5988023952095809,26.34730538922156,False
2022-04-01,NATIONAL,MACON LOCHE,PARIS LYON,98.0,260.0,1.0,,222.0,12.2717717717718,10.6947712418301,,92.0,27.6907608695652,11.1353594771242,,69.0,32.4446859903382,18.0,5.0,29.6703296703297,10.989010989011,43.956043956044,7.69230769230769,3.2967032967033,4.3956043956044,2022,April,Minimum delay,0.38461538461538464,35.38461538461539,True
2022-04-01,NATIONAL,PARIS LYON,AIX EN PROVENCE TGV,184.0,455.0,2.0,,46.0,23.8123188405797,2.13182487122885,,52.0,50.6474358974359,7.53635025754231,,52.0,50.6474358974359,31.0,17.0,34.61538461538459,11.5384615384615,11.5384615384615,17.307692307692296,11.5384615384615,13.4615384615385,2022,April,Minimum delay,0.43956043956043955,11.428571428571429,False
2022-04-01,NATIONAL,PARIS LYON,AVIGNON TGV,161.0,450.0,2.0,NC,44.0,23.230303030303,1.97319164802386,,59.0,43.1516949152542,6.71998508575691,,48.0,50.04861111111111,29.0,16.0,25.8620689655172,13.7931034482759,12.0689655172414,29.3103448275862,13.7931034482759,5.17241379310345,2022,April,Minimum delay,0.4444444444444444,13.111111111111112,False
2022-04-01,NATIONAL,PARIS LYON,MONTPELLIER,210.0,255.0,0.0,,30.0,29.9566666666667,3.26738562091503,,34.0,65.4808823529412,9.03065359477124,,34.0,65.4808823529412,21.0,13.0,23.5294117647059,20.5882352941176,17.6470588235294,14.7058823529412,8.82352941176471,14.7058823529412,2022,April,Minimum delay,0.0,13.333333333333334,False
2022-04-01,NATIONAL,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,174.0,115.0,2.0,,12.0,25.39861111111109,2.44498525073746,,14.0,38.8309523809524,6.41,Non communiqué,11.0,45.8348484848485,5.0,2.0,28.5714285714286,7.14285714285714,28.5714285714286,7.14285714285714,21.4285714285714,7.14285714285714,2022,April,Minimum delay,1.7391304347826086,12.173913043478262,False
2022-04-01,NATIONAL,PARIS MONTPARNASSE,ANGOULEME,124.0,286.0,1.0,,38.0,18.2802631578947,1.9920467836257305,,38.0,43.4640350877193,7.498421052631581,,26.0,57.3397435897436,14.0,6.0,16.2162162162162,18.9189189189189,5.40540540540541,16.2162162162162,16.2162162162162,27.027027027027,2022,April,Minimum delay,0.34965034965034963,13.286713286713287,False
2022-04-01,NATIONAL,PARIS MONTPARNASSE,TOULOUSE MATABIAU,263.0,196.0,4.0,,23.0,14.6514492753623,1.28515625,,22.0,45.985606060606095,5.68194444444444,,22.0,45.9856060606061,14.0,6.0,22.72727272727269,40.9090909090909,4.545454545454549,18.1818181818182,0.0,13.6363636363636,2022,April,Minimum delay,2.0408163265306123,11.224489795918368,False
2022-04-01,NATIONAL,PARIS NORD,DOUAI,70.0,134.0,0.0,,15.0,11.1277777777778,0.923134328358209,,20.0,24.6166666666667,4.02238805970149,,8.0,46.99375,5.0,1.0,35.0,10.0,0.0,20.0,25.0,10.0,2022,April,Minimum delay,0.0,14.925373134328357,False
2022-04-01,INTERNATIONAL,PARIS EST,FRANCFORT,231.0,144.0,4.0,,32.0,13.2046875,3.15464285714286,,27.0,35.0259259259259,10.3733333333333,,27.0,35.0259259259259,11.0,5.0,7.407407407407408,7.407407407407408,48.1481481481481,25.925925925925903,7.407407407407408,3.7037037037037,2022,April,Minimum delay,2.7777777777777777,18.75,False
2022-04-01,NATIONAL,ANGOULEME,PARIS MONTPARNASSE,129.0,307.0,0.0,,147.0,11.3030612244898,5.45360655737705,,44.0,47.6492424242424,6.78606557377049,,33.0,59.1979797979798,18.0,9.0,27.2727272727273,31.8181818181818,20.4545454545455,9.09090909090909,6.81818181818182,4.545454545454549,2022,April,Minimum delay,0.0,14.332247557003258,True
2022-04-01,NATIONAL,ARRAS,PARIS NORD,51.0,489.0,3.0,,214.0,7.48753894080997,3.33113854595336,,60.0,34.0461111111111,4.24475308641975,,32.0,54.259375,16.0,9.0,28.3333333333333,23.3333333333333,35.0,6.66666666666667,3.33333333333333,3.33333333333333,2022,April,Minimum delay,0.6134969325153374,12.269938650306749,True
2022-04-01,NATIONAL,AVIGNON TGV,PARIS LYON,164.0,458.0,0.0,,174.0,15.0126436781609,5.53813682678312,,77.0,46.9774891774892,9.00778748180495,,61.0,55.7401639344262,39.0,17.0,33.7662337662338,15.5844155844156,18.1818181818182,10.389610389610402,6.49350649350649,15.5844155844156,2022,April,Minimum delay,0.0,16.812227074235807,True
2022-04-01,NATIONAL,LILLE,LYON PART DIEU,186.0,344.0,0.0,,157.0,8.972080679405517,5.28,,83.0,28.79782497645392,9.89549418604654,,62.0,34.78279569892472,25.0,7.0,15.662650602409624,10.84337349397592,13.253012048192767,43.37349397590357,10.843373493975909,6.024096385542165,2022,April,Minimum delay,0.0,24.12790697674419,False
2022-04-01,NATIONAL,LYON PART DIEU,MARNE LA VALLEE,109.0,376.0,3.0,,252.0,12.5167328042328,8.14099462365588,,95.0,40.6498245614035,11.5784498207886,,74.0,48.4842342342342,26.0,12.0,32.9787234042553,9.57446808510638,22.3404255319149,15.9574468085106,4.255319148936171,14.8936170212766,2022,April,Minimum delay,0.7978723404255319,25.265957446808514,False
2022-04-01,NATIONAL,MARSEILLE ST CHARLES,MARNE LA VALLEE,212.0,278.0,3.0,,45.0,23.2392592592593,3.582,,54.0,52.911111111111104,12.1024242424242,,54.0,52.9111111111111,27.0,11.0,44.4444444444444,7.407407407407408,11.1111111111111,11.1111111111111,11.1111111111111,14.8148148148148,2022,April,Minimum delay,1.079136690647482,19.424460431654676,False
2022-04-01,NATIONAL,NICE VILLE,PARIS LYON,351.0,224.0,0.0,,22.0,15.4734848484849,1.3500744047619,,51.0,54.2150326797386,14.6276041666667,,51.0,54.2150326797386,28.0,16.0,21.5686274509804,25.4901960784314,21.5686274509804,11.7647058823529,5.88235294117647,13.7254901960784,2022,April,Minimum delay,0.0,22.767857142857142,True
2022-04-01,NATIONAL,PARIS LYON,LYON PART DIEU,121.0,670.0,1.0,,75.0,25.5382222222222,2.62182361733931,-,78.0,43.4226495726496,6.50478325859491,,56.0,55.3696428571429,34.0,19.0,24.6753246753247,19.4805194805195,15.5844155844156,14.2857142857143,22.077922077922103,3.8961038961039,2022,April,Minimum delay,0.1492537313432836,11.641791044776118,False
2022-04-01,NATIONAL,PARIS MONTPARNASSE,BREST,224.0,263.0,0.0,,33.0,8.66262626262626,0.678580481622306,,22.0,30.8409090909091,2.76615969581749,,22.0,30.8409090909091,7.0,0.0,18.1818181818182,27.2727272727273,4.545454545454549,18.1818181818182,0.0,31.8181818181818,2022,April,Minimum delay,0.0,8.365019011406844,False
